# Spectral_Value,Flux_Value,Flux_Accuracy_StatErrLow,Flux_Accuracy_StatErrHigh,Flux_Accuracy_Quality
3697.42432764735,39.1166000366211,0,0,16777216
3698.27578908564,39.1113014221191,0,0,16777216
3699.12744660274,39.1059989929199,0,0,16777216
3699.97930024382,39.1007995605469,0,0,16777216
3700.83135005402,39.0955009460449,3.3399977684021,3.3399977684021,0
3701.68359607854,44.4025001525879,3.43730497360229,3.43730497360229,0
3702.53603836255,42.8670997619629,3.4225447177887,3.4225447177887,0
3703.38867695125,38.1553001403809,3.25031328201294,3.25031328201294,0
3704.24151188984,34.1655006408691,3.17772722244263,3.17772722244263,0
3705.09454322355,31.3349990844727,3.10204672813416,3.10204672813416,0
3705.94777099759,28.5771999359131,3.04956007003784,3.04956007003784,0
3706.80119525721,27.260799407959,3.00131177902222,3.00131177902222,0
3707.65481604765,22.8155994415283,2.94228386878967,2.94228386878967,0
3708.50863341418,24.4332008361816,3.02744102478027,3.02744102478027,0
3709.36264740205,27.9540996551514,3.10645914077759,3.10645914077759,0
3710.21685805656,28.3334999084473,3.19182705879211,3.19182705879211,0
3711.07126542298,32.7855987548828,3.27232599258423,3.27232599258423,0
3711.92586954662,28.667200088501,3.3136625289917,3.3136625289917,0
3712.78067047279,37.8675994873047,3.38721990585327,3.38721990585327,0
3713.63566824681,43.6884002685547,3.47920274734497,3.47920274734497,0
3714.490862914,40.826099395752,3.51975250244141,3.51975250244141,0
3715.34625451972,39.3681983947754,3.45983076095581,3.45983076095581,0
3716.20184310932,43.2980995178223,3.52761220932007,3.52761220932007,0
3717.05762872815,39.8067016601563,3.47746896743774,3.47746896743774,0
3717.91361142159,37.8273010253906,3.38389801979065,3.38389801979065,0
3718.76979123501,33.8713989257813,3.35825443267822,3.35825443267822,0
3719.62616821383,28.9806995391846,3.1907594203949,3.1907594203949,0
3720.48274240344,27.841100692749,3.1551079750061,3.1551079750061,0
3721.33951384925,28.693000793457,3.09533739089966,3.09533739089966,0
3722.19648259669,24.0716991424561,3.00485968589783,3.00485968589783,0
3723.0536486912,26.7264003753662,3.01890325546265,3.01890325546265,0
3723.91101217822,29.9703006744385,3.07495856285095,3.07495856285095,0
3724.76857310321,29.0548000335693,3.05836129188538,3.05836129188538,0
3725.62633151164,27.4524993896484,3.00613570213318,3.00613570213318,0
3726.48428744898,31.7763004302979,3.07575845718384,3.07575845718384,0
3727.34244096071,41.432201385498,3.24142718315125,3.24142718315125,0
3728.20079209235,34.3274002075195,3.27997756004334,3.27997756004334,0
3729.0593408894,32.0283012390137,3.21746063232422,3.21746063232422,0
3729.91808739737,34.459098815918,3.30575704574585,3.30575704574585,0
3730.7770316618,30.3763008117676,3.26714539527893,3.26714539527893,0
3731.63617372823,28.8603000640869,3.2232985496521,3.2232985496521,0
3732.49551364221,28.0617008209229,3.19938993453979,3.19938993453979,0
3733.35505144929,25.4141006469727,3.17722988128662,3.17722988128662,0
3734.21478719507,24.1830005645752,3.04352307319641,3.04352307319641,0
3735.0747209251,23.6201000213623,3.01739096641541,3.01739096641541,0
3735.93485268499,22.3603000640869,2.96143269538879,2.96143269538879,0
3736.79518252034,22.8010005950928,2.9993941783905,2.9993941783905,0
3737.65571047676,20.4225997924805,2.97392582893372,2.97392582893372,0
