# Spectral_Value,Flux_Value,Flux_Accuracy_StatErrLow,Flux_Accuracy_StatErrHigh,Flux_Accuracy_Quality
3433.40772085636,29.7978992462158,0,0,16777216
3434.19840180689,29.7882995605469,0,0,16777216
3434.98926483319,29.778600692749,0,0,16777216
3435.7803099772,29.7689990997314,0,0,16777216
3436.57153728084,29.7593994140625,0,0,16777216
3437.36294678609,29.7497997283936,0,0,16777216
3438.1545385349,29.7402000427246,0,0,16777216
3438.94631256923,29.7306003570557,0,0,16777216
3439.73826893108,29.7210998535156,0,0,16777216
3440.53040766242,29.7115001678467,0,0,16777216
3441.32272880526,29.7019996643066,0,0,16777216
3442.11523240162,29.6924991607666,0,0,16777216
3442.90791849349,29.6830005645752,0,0,16777216
3443.70078712293,29.6735000610352,0,0,16777216
3444.49383833196,29.6639995574951,0,0,16777216
3445.28707216264,29.6546001434326,0,0,16777216
3446.08048865701,29.6450996398926,0,0,16777216
3446.87408785716,29.6357002258301,0,0,16777216
3447.66786980514,29.6263008117676,2.80139517784119,2.80139517784119,0
3448.46183454307,31.2290000915527,2.8868715763092,2.8868715763092,0
3449.25598211302,28.5070991516113,2.80447816848755,2.80447816848755,0
3450.0503125571,28.1648998260498,2.74908971786499,2.74908971786499,0
3450.84482591744,28.9452991485596,2.72903370857239,2.72903370857239,0
3451.63952223615,26.9873008728027,2.68028140068054,2.68028140068054,0
3452.43440155537,24.1594009399414,2.62055015563965,2.62055015563965,0
3453.22946391725,26.9074001312256,2.64626216888428,2.64626216888428,0
3454.02470936395,28.6622009277344,2.65278124809265,2.65278124809265,0
3454.82013793761,28.0114994049072,2.69008755683899,2.69008755683899,0
3455.61574968043,27.7551002502441,2.72583818435669,2.72583818435669,0
3456.41154463458,27.8887996673584,2.78787422180176,2.78787422180176,0
3457.20752284226,26.894100189209,2.79826760292053,2.79826760292053,0
3458.00368434567,24.3472003936768,2.75649499893188,2.75649499893188,0
3458.80002918703,21.9971008300781,2.7375283241272,2.7375283241272,0
3459.59655740854,24.5079002380371,2.72964358329773,2.72964358329773,0
3460.39326905246,28.5104007720947,2.75959992408752,2.75959992408752,0
3461.19016416102,22.7476997375488,2.65899157524109,2.65899157524109,0
3461.98724277647,23.0272006988525,2.61912059783936,2.61912059783936,0
3462.78450494108,27.8985996246338,2.6807918548584,2.6807918548584,0
3463.58195069711,25.1240005493164,2.57948803901672,2.57948803901672,0
3464.37958008685,25.0662994384766,2.51739859580994,2.51739859580994,0
3465.17739315259,33.187198638916,2.68930912017822,2.68930912017822,0
3465.97538993662,29.0918998718262,2.64660501480103,2.64660501480103,0
